,0,1,Propertycount,2,3,4,5,6,7,8,9,10,Bedroom2,Distance,Landsize,Postcode,Bathroom,index,Lattitude,Rooms,Car,Longtitude
7210,0.0,0.0,3578.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,11.8,144.0,3204.0,2.0,7210,-37.9021,4,2.0,145.0357
7741,0.0,0.0,2954.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.4,193.0,3068.0,1.0,7742,-37.7936,2,0.0,144.9899
2268,0.0,0.0,8989.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.7,2925.0,3184.0,1.0,2268,-37.8867,2,1.0,144.9836
6223,1.0,0.0,5420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.8,465.0,3107.0,1.0,6223,-37.7549,3,1.0,145.1185
11526,1.0,0.0,4181.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,17.2,722.0,3133.0,1.0,11528,-37.8324,3,0.0,145.20467
5235,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.2,670.0,3073.0,1.0,5235,-37.7242,3,4.0,145.0154
132,0.0,0.0,2211.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.4,575.0,3078.0,2.0,132,-37.7723,4,2.0,145.0319
6329,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,0.0,3071.0,1.0,6329,-37.7544,1,1.0,145.0092
7223,0.0,0.0,5058.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.2,601.0,3012.0,1.0,7223,-37.7917,3,2.0,144.8688
9544,0.0,0.0,7570.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.1,0.0,3011.0,1.0,9545,-37.80376,1,0.0,144.89862
603,0.0,0.0,7809.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.2,886.0,3104.0,4.0,603,-37.804,5,2.0,145.0951
4288,0.0,0.0,2291.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.2,274.0,3042.0,2.0,4288,-37.7353,3,2.0,144.8907
3894,0.0,0.0,8801.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,11.2,0.0,3145.0,1.0,3894,-37.8804,2,1.0,145.0501
10078,1.0,0.0,4280.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,17.2,1250.0,3133.0,2.0,10079,-37.84825,4,2.0,145.18764
393,0.0,0.0,3052.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,710.0,3147.0,2.0,393,-37.8653,3,2.0,145.0897
11160,0.0,0.0,8648.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.5,0.0,3207.0,2.0,11162,-37.84158,2,1.0,144.93809
8649,0.0,0.0,2019.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.1,160.0,3206.0,3.0,8650,-37.8471,4,2.0,144.9595
8870,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,31.7,547.0,3337.0,2.0,8871,-37.69026,4,1.0,144.57866
5123,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.2,592.0,3073.0,1.0,5123,-37.728,3,2.0,145.0352
11056,0.0,0.0,6482.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6.2,0.0,3123.0,1.0,11058,-37.82742,1,1.0,145.05324
5888,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,9.7,649.0,3041.0,1.0,5888,-37.7367,4,1.0,144.9204
7636,0.0,0.0,7082.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.9,380.0,3055.0,1.0,7637,-37.7677,3,1.0,144.946
3656,0.0,0.0,10331.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.6,690.0,3101.0,2.0,3656,-37.8037,4,4.0,145.0308
8011,1.0,0.0,1554.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,737.0,3079.0,3.0,8012,-37.7794,5,2.0,145.0647
5479,1.0,0.0,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,11.4,782.0,3084.0,2.0,5479,-37.7433,4,2.0,145.0716
9267,0.0,0.0,3692.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,15.5,564.0,3167.0,2.0,9268,-37.93543,4,2.0,145.08408
181,0.0,0.0,5301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,13.8,70.0,3018.0,2.0,181,-37.868,3,1.0,144.8285
2277,0.0,0.0,8989.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.7,257.0,3184.0,1.0,2277,-37.881,3,0.0,144.9841
4281,0.0,0.0,5498.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.4,315.0,3015.0,1.0,4281,-37.8465,2,1.0,144.8714
3234,1.0,0.0,2947.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,10.5,599.0,3081.0,5.0,3234,-37.7521,5,2.0,145.0505
10432,0.0,0.0,11806.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,22.7,702.0,3174.0,2.0,10433,-37.97412,4,4.0,145.18022
3746,0.0,0.0,3873.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9.2,0.0,3012.0,1.0,3746,-37.7795,2,1.0,144.8729
4083,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.9,253.0,3039.0,2.0,4083,-37.7708,3,1.0,144.9234
10752,0.0,0.0,10529.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,17.9,531.0,3082.0,3.0,10753,-37.65116,5,1.0,145.05438999999996
11645,0.0,0.0,2898.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,18.0,344.0,3037.0,2.0,11647,-37.719,4,2.0,144.76699
3902,0.0,0.0,8801.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,11.2,50.0,3145.0,1.0,3902,-37.8767,2,1.0,145.0469
401,0.0,0.0,3052.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.0,696.0,3147.0,2.0,401,-37.8711,4,3.0,145.0746
7706,0.0,0.0,7822.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,11.4,271.0,3163.0,2.0,7707,-37.8993,3,2.0,145.0531
11287,1.0,0.0,2867.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.4,614.0,3130.0,1.0,11289,-37.81103,3,1.0,145.15917
1631,0.0,0.0,8920.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,7.8,0.0,3124.0,3.0,1631,-37.8325,4,1.0,145.0649
3608,0.0,0.0,10331.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,5.6,782.0,3101.0,1.0,3608,-37.8107,3,2.0,145.0219
4707,0.0,0.0,8648.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.8,250.0,3207.0,2.0,4707,-37.8381,3,0.0,144.9391
10629,0.0,0.0,6464.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,34.7,612.0,3977.0,2.0,10630,-38.07898,4,2.0,145.3165
8417,0.0,0.0,3755.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,12.6,660.0,3020.0,2.0,8418,-37.7954,3,2.0,144.8246
6673,0.0,0.0,6543.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,3013.0,3.0,6673,-37.8194,3,1.0,144.8826
9213,0.0,0.0,1414.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,12.1,467.0,3083.0,1.0,9214,-37.7126,4,2.0,145.02996000000005
12069,0.0,0.0,4704.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,17.4,154.0,3048.0,1.0,12071,-37.64992,3,1.0,144.91883
3403,1.0,0.0,5549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.9,124.0,3079.0,2.0,3403,-37.7618,2,1.0,145.0287
4007,0.0,0.0,17496.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.8,1751.0,3000.0,1.0,4007,-37.8077,2,1.0,144.9668
5721,0.0,0.0,8400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.2,0.0,3006.0,1.0,5721,-37.8246,2,1.0,144.9632
10770,0.0,0.0,4442.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,10.1,632.0,3163.0,2.0,10771,-37.89465,4,1.0,145.06984
4194,0.0,0.0,2555.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.6,538.0,3189.0,1.0,4194,-37.9454,3,2.0,145.0507
8779,0.0,0.0,15510.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,20.6,651.0,3064.0,1.0,8780,-37.60329,3,4.0,144.93948
7346,0.0,0.0,3224.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,728.0,3166.0,2.0,7346,-37.8966,4,1.0,145.0979
7130,0.0,0.0,4442.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,12.1,697.0,3163.0,1.0,7130,-37.8875,2,1.0,145.0676
3717,0.0,0.0,3873.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,9.2,576.0,3012.0,1.0,3717,-37.7808,3,1.0,144.8678
6200,1.0,0.0,5420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.8,349.0,3107.0,1.0,6200,-37.7694,3,2.0,145.1082
4984,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.8,504.0,3072.0,1.0,4984,-37.7476,3,2.0,144.9842
9621,0.0,0.0,4718.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,29.8,603.0,3338.0,1.0,9622,-37.70478,3,3.0,144.57211
2067,0.0,0.0,3445.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.2,472.0,3058.0,2.0,2067,-37.734,3,3.0,144.9728
4639,0.0,0.0,7485.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,9.9,147.0,3044.0,1.0,4639,-37.7209,2,1.0,144.93
5168,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,11.2,745.0,3073.0,1.0,5168,-37.7007,3,2.0,144.9815
6639,0.0,0.0,6543.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,220.0,3013.0,1.0,6639,-37.8115,2,1.0,144.8875
1599,0.0,0.0,8920.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,7.8,813.0,3124.0,2.0,1599,-37.8405,4,2.0,145.0903
4989,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.8,453.0,3072.0,2.0,4989,-37.7388,3,1.0,144.9844
10884,0.0,0.0,5301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,11.0,211.0,3018.0,1.0,10886,-37.86473,3,2.0,144.81507
1385,0.0,0.0,11918.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.2,280.0,3056.0,2.0,1385,-37.7719,3,1.0,144.9661
9304,0.0,0.0,14949.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.4,407.0,3121.0,1.0,9305,-37.82046,2,1.0,144.99398
9834,0.0,0.0,5051.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.7,294.0,3162.0,1.0,9835,-37.89542,2,3.0,145.02057
4649,0.0,0.0,7485.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.9,535.0,3044.0,2.0,4649,-37.7282,4,1.0,144.9462
6492,0.0,0.0,6380.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,278.0,3016.0,1.0,6492,-37.857,2,1.0,144.8906
1405,0.0,0.0,7082.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.9,0.0,3055.0,1.0,1405,-37.7594,2,1.0,144.9427
4962,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,8.8,352.0,3072.0,2.0,4962,-37.7495,2,1.0,145.0092
3275,1.0,0.0,2947.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,10.5,596.0,3081.0,1.0,3275,-37.7432,3,1.0,145.0479
809,0.0,0.0,10969.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,13.9,321.0,3165.0,2.0,809,-37.914,4,2.0,145.0714
8982,0.0,0.0,16166.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,14.7,702.0,3030.0,2.0,8983,-37.8967,4,2.0,144.65264
2029,0.0,0.0,11204.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.8,807.0,3058.0,2.0,2029,-37.7373,1,0.0,144.9825
6110,0.0,0.0,5457.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,11.2,401.0,3127.0,2.0,6110,-37.8332,3,2.0,145.1105
2650,0.0,0.0,3593.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.4,0.0,3031.0,1.0,2650,-37.783,2,1.0,144.93200000000004
4412,0.0,0.0,11364.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.5,347.0,3070.0,1.0,4412,-37.76300000000001,2,2.0,144.9886
3024,0.0,0.0,5454.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,13.7,434.0,3188.0,2.0,3024,-37.9361,5,2.0,145.0243
12092,0.0,0.0,7113.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,18.8,744.0,3170.0,1.0,12094,-37.93168,3,1.0,145.16126
8759,0.0,0.0,2674.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,14.8,397.0,3023.0,2.0,8760,-37.75107,3,2.0,144.78415
11117,0.0,0.0,6162.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,20.0,408.0,3194.0,2.0,11119,-37.98707,4,2.0,145.0609
5015,0.0,0.0,14577.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.8,560.0,3072.0,1.0,5015,-37.7418,3,2.0,145.0089
11103,0.0,0.0,3873.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.4,159.0,3012.0,2.0,11105,-37.78974,3,2.0,144.88143
1702,0.0,0.0,7822.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.4,425.0,3163.0,1.0,1702,-37.8876,3,2.0,145.0502
4477,0.0,0.0,11364.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.5,129.0,3070.0,1.0,4477,-37.7668,2,1.0,145.0063
61,0.0,0.0,3464.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,13.5,612.0,3042.0,2.0,61,-37.7173,3,5.0,144.8796
6507,0.0,0.0,6380.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,364.0,3016.0,2.0,6507,-37.8513,3,1.0,144.8961
9412,0.0,0.0,5682.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.9,752.0,3103.0,2.0,9413,-37.80648,3,2.0,145.08274
6571,0.0,0.0,4380.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,5.1,0.0,3181.0,1.0,6571,-37.8577,2,1.0,145.0002
2094,0.0,0.0,4553.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.6,130.0,3066.0,1.0,2094,-37.7953,2,0.0,144.9882
8339,0.0,0.0,14949.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.6,178.0,3121.0,1.0,8340,-37.8226,2,0.0,145.0064
10306,0.0,0.0,4864.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,20.4,877.0,3059.0,2.0,10307,-37.63823,5,2.0,144.88675
1880,0.0,0.0,2954.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.4,187.0,3068.0,2.0,1880,-37.7902,3,0.0,144.9894
3370,1.0,0.0,5549.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.9,221.0,3079.0,1.0,3370,-37.7654,2,1.0,145.036
9219,0.0,0.0,4675.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.9,1112.0,3144.0,1.0,9220,-37.86561,1,1.0,145.03602
10979,1.0,0.0,11925.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,23.0,864.0,3136.0,1.0,10981,-37.78264,3,1.0,145.26447
11095,0.0,0.0,8459.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,25.2,240.0,3173.0,2.0,11097,-38.00013,2,1.0,145.14673
10561,0.0,0.0,802.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.8,353.0,3016.0,1.0,10562,-37.85432,3,1.0,144.88214
8607,0.0,0.0,8989.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.7,0.0,3184.0,1.0,8608,-37.8777,2,1.0,144.9891
2287,0.0,0.0,8989.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.7,0.0,3184.0,1.0,2287,-37.8758,2,1.0,144.9874
11201,0.0,0.0,14042.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,14.0,592.0,3021.0,2.0,11203,-37.73084,4,2.0,144.78348
9095,0.0,0.0,3906.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,27.0,534.0,3196.0,2.0,9096,-38.04683,3,2.0,145.1261
6434,1.0,0.0,2698.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,13.8,599.0,3084.0,3.0,6434,-37.7397,4,2.0,145.0934
8149,0.0,0.0,2291.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,11.2,650.0,3042.0,1.0,8150,-37.7436,3,1.0,144.8856
8316,0.0,0.0,21650.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.2,715.0,3073.0,2.0,8317,-37.7302,2,1.0,145.0129
9839,0.0,0.0,9758.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,17.9,537.0,3192.0,1.0,9840,-37.96388,3,2.0,145.07807
664,0.0,0.0,7809.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,9.2,368.0,3104.0,2.0,664,-37.7846,3,2.0,145.0935
2906,0.0,0.0,8870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,13.0,200.0,3046.0,1.0,2906,-37.7002,2,2.0,144.9428
6951,0.0,0.0,6482.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,7.5,780.0,3123.0,1.0,6951,-37.8198,3,2.0,145.0465
1046,0.0,0.0,10579.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,11.2,745.0,3186.0,3.0,1046,-37.9139,4,2.0,144.9878
10265,0.0,0.0,5070.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.1,491.0,3060.0,2.0,10266,-37.69544000000001,3,4.0,144.964
2404,0.0,0.0,9264.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,3040.0,1.0,2404,-37.7475,1,1.0,144.9194
5391,0.0,0.0,14949.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.6,55.0,3121.0,2.0,5391,-37.8159,2,1.0,145.0033
8034,0.0,0.0,10331.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,5.6,811.0,3101.0,5.0,8035,-37.8013,5,2.0,145.028
7921,0.0,0.0,5454.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.7,681.0,3188.0,1.0,7922,-37.9462,3,2.0,145.0193
1568,0.0,0.0,8920.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.8,0.0,3124.0,1.0,1568,-37.8493,2,1.0,145.0877
462,0.0,0.0,4502.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,10.5,322.0,3034.0,1.0,462,-37.7686,3,2.0,144.8576
743,0.0,0.0,6795.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,13.0,700.0,3204.0,1.0,743,-37.9228,3,2.0,145.0476
222,0.0,0.0,4836.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.3,861.0,3143.0,1.0,222,-37.8539,2,0.0,145.0284
7801,0.0,0.0,9264.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,8.0,267.0,3040.0,2.0,7802,-37.7558,4,1.0,144.9106
6112,0.0,0.0,5457.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,11.2,843.0,3127.0,1.0,6112,-37.822,3,2.0,145.0897
5899,0.0,0.0,3284.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,9.7,696.0,3041.0,2.0,5899,-37.7261,3,3.0,144.9171
625,0.0,0.0,7809.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,9.2,204.0,3104.0,2.0,625,-37.8008,2,2.0,145.10399999999996
8060,0.0,0.0,4675.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7.4,4721.0,3144.0,1.0,8061,-37.8515,1,1.0,145.0372
6756,1.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9.5,693.0,3081.0,1.0,6756,-37.7534,2,0.0,145.0454
2188,1.0,0.0,9028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,13.9,234.0,3108.0,2.0,2188,-37.7932,4,2.0,145.1275
2177,1.0,0.0,9028.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,13.9,764.0,3108.0,1.0,2177,-37.7934,3,1.0,145.1207
7131,0.0,0.0,4442.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,12.1,834.0,3163.0,2.0,7131,-37.8959,3,2.0,145.0736
3499,0.0,0.0,5629.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,12.8,600.0,3033.0,1.0,3499,-37.7312,3,2.0,144.8685
9774,0.0,0.0,5132.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,9.4,563.0,3025.0,1.0,9775,-37.83344,3,4.0,144.85586
11322,1.0,0.0,11925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,23.0,397.0,3136.0,1.0,11324,-37.79795,3,2.0,145.2957
8949,0.0,0.0,14042.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,14.0,563.0,3021.0,1.0,8950,-37.7627,3,2.0,144.81107
7301,0.0,0.0,2185.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,13.9,534.0,3020.0,1.0,7301,-37.7789,3,2.0,144.8209
438,0.0,0.0,2894.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,12.2,212.0,3147.0,1.0,438,-37.8723,3,2.0,145.1089
5620,0.0,0.0,14887.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.3,0.0,3141.0,1.0,5620,-37.8359,3,1.0,144.9839
7251,0.0,0.0,5058.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,8.2,434.0,3012.0,1.0,7251,-37.7908,3,2.0,144.8793
353,0.0,0.0,6567.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,5.9,576.0,3032.0,2.0,353,-37.7816,3,1.0,144.9217
8184,0.0,0.0,2651.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,11.5,568.0,3046.0,2.0,8185,-37.7136,4,3.0,144.92700000000005
456,0.0,0.0,4502.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,10.5,574.0,3034.0,1.0,456,-37.7627,3,3.0,144.857
4073,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.9,477.0,3039.0,1.0,4073,-37.7632,4,3.0,144.9292
6849,0.0,0.0,6786.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.8,0.0,3053.0,1.0,6849,-37.7986,2,1.0,144.9682
239,0.0,0.0,4836.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,6.3,0.0,3143.0,1.0,239,-37.8596,2,1.0,145.0198
8106,0.0,0.0,6232.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.9,231.0,3039.0,1.0,8107,-37.7616,3,2.0,144.9284
6357,0.0,0.0,7217.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.6,0.0,3142.0,1.0,6357,-37.8392,1,1.0,145.00799999999995
230,0.0,0.0,4836.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,6.3,0.0,3143.0,1.0,230,-37.8619,2,1.0,145.0257
5556,0.0,0.0,5943.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.1,2325.0,3205.0,2.0,5556,-37.8346,3,1.0,144.9673
